year	city	city_code	pop_total	pop_myanmar	pop_china	pop_india	pop_indonesia	pop_korea	pop_philippine	pop_thai	pop_vietnam	pop_france	pop_germany	pop_italy	pop_uk	pop_canada	pop_us	pop_brazil	pop_australia	pop_etc
2001	渋谷区	13113	10566	63	1535	172	65	1748	384	133	35	418	137	87	1100	267	2330	125	432	1535
2001	中野区	13114	10912	434	4473	160	66	2970	453	139	9	87	47	27	319	132	362	69	132	1033
2001	杉並区	13115	10519	288	3809	91	53	3073	559	128	24	80	59	31	310	200	626	91	152	945
2001	豊島区	13116	14781	834	7629	67	69	3240	501	171	31	121	30	23	231	91	350	106	72	1215
2001	北区	13117	11293	247	5453	81	44	3208	762	100	37	18	17	19	120	26	130	204	42	785
2001	荒川区	13118	10979	32	2417	29	23	7111	490	84	32	18	4	7	45	26	67	34	18	542
2001	板橋区	13119	12936	128	6003	74	92	3371	1124	170	42	37	32	11	169	48	233	205	50	1147
2001	練馬区	13120	10765	57	3882	171	80	3389	799	180	33	60	39	23	191	104	426	164	104	1063
2001	足立区	13121	18793	26	4716	88	101	9025	2768	341	81	26	10	11	93	25	121	272	34	1055
2001	葛飾区	13122	9464	27	2940	59	32	3997	1207	141	39	10	4	4	70	29	119	94	1	691
2001	江戸川区	13123	15952	58	6133	243	91	5145	2269	239	36	25	13	5	140	52	173	162	49	1119
2001	市部	13200	49415	116	13576	341	463	15940	5350	934	388	205	194	70	742	452	2861	1888	420	5475
2001	八王子市	13201	5672	15	1607	28	44	1633	788	48	79	18	26	6	77	38	183	202	53	827
2001	立川市	13202	2784	-	889	19	19	946	358	29	10	3	1	1	15	14	128	141	8	203
2001	武蔵野市	13203	2237	15	841	36	9	533	103	35	8	25	13	7	75	52	221	35	38	191
2001	三鷹市	13204	3003	14	896	20	36	752	176	58	30	23	28	6	105	69	406	24	66	294
2001	青梅市	13205	1159	1	178	6	10	252	258	50	9	-	4	-	8	5	56	109	9	204
2001	府中市	13206	3403	6	960	9	62	911	468	48	25	12	12	5	47	32	277	157	34	338
2001	昭島市	13207	1972	2	467	5	14	861	206	23	20	3	1	-	5	2	50	83	6	224
2001	調布市	13208	3249	12	967	24	31	1265	238	47	32	25	12	11	33	33	142	53	22	302
2001	町田市	13209	3242	13	967	17	26	1101	340	55	27	6	17	3	53	26	171	45	38	337
2001	小金井市	13210	1773	2	609	46	26	453	79	35	14	14	15	5	38	38	153	13	37	196
2001	小平市	13211	3300	6	618	10	14	1998	136	33	9	7	7	1	21	12	68	191	15	154
2001	日野市	13212	1494	4	504	11	23	462	153	34	14	5	7	1	21	6	49	37	3	160
2001	東村山市	13213	1234	2	327	1	15	471	171	30	7	-	1	-	21	4	58	10	8	108
2001	国分寺市	13214	1298	4	392	15	2	465	76	17	7	14	14	3	35	18	74	24	20	118
2001	国立市	13215	1265	1	486	14	14	348	53	23	16	8	12	6	21	7	59	18	10	169
2001	福生市	13218	1950	-	292	2	15	488	285	171	2	1	1	1	6	3	169	79	4	431
2001	狛江市	13219	673	1	194	6	11	175	116	18	-	7	2	2	13	13	49	5	5	56
2001	東大和市	13220	724	1	104	8	21	316	168	6	-	1	3	-	6	3	22	22	3	40
2001	清瀬市	13221	688	3	232	2	7	140	131	15	19	2	1	-	8	2	29	7	3	87
2001	東久留米市	13222	1088	-	223	29	13	277	106	22	3	4	7	-	28	29	202	11	2	132
2001	武蔵村山市	13223	902	2	176	1	19	230	168	20	1	-	-	-	3	-	31	191	1	59
2001	多摩市	13224	1584	1	520	9	12	501	242	12	9	13	3	5	16	13	60	28	12	128
2001	稲城市	13225	758	1	241	4	8	280	61	16	6	-	2	3	12	8	28	33	4	51
2001	羽村市	13227	1349	4	157	7	1	194	195	29	5	-	1	2	4	1	61	278	1	409
2001	あきる野市	13228	511	-	85	-	2	171	64	19	28	-	-	-	1	-	30	27	-	84
2001	西東京市	13229	2103	6	644	12	9	717	211	41	8	14	4	2	70	24	85	65	18	173
2001	町村部		733	1	75	5	17	162	196	20	11	-	1	-	10	4	58	64	2	107
2001	西多摩郡	13300	491	1	60	5	12	81	101	16	11	-	-	-	4	-	47	59	-	94
2001	瑞穂町	13303	375	1	33	5	11	54	81	15	11	-	-	-	3	-	26	45	-	90
2001	日の出町	13305	83	-	24	-	1	22	9	1	-	-	-	-	1	-	8	14	-	3
2001	檜原村	13307	14	-	1	-	-	-	5	-	-	-	-	-	-	-	7	-	-	1
2001	奥多摩町	13308	19	-	2	-	-	5	6	-	-	-	-	-	-	-	6	-	-	-
2001	島部		242	-	15	-	5	81	95	4	-	-	1	-	6	4	11	5	2	13
2001	大島支庁	13361	37	-	6	-	4	9	3	2	-	-	-	-	3	2	-	3	-	5
2001	三宅支庁	13381	43	-	3	-	-	14	19	-	-	-	1	-	-	1	3	1	-	1
2001	八丈支庁	13401	148	-	5	-	-	54	72	2	-	-	-	-	2	-	5	1	2	5
2001	小笠原支庁	13421	14	-	1	-	1	4	1	-	-	-	-	-	1	1	3	-	-	2
2000	東京都全体	13000	286648	3654	84921	3192	2222	97163	23139	4357	1316	2973	2008	732	7154	2659	16703	4753	3156	26546
2000	区部	13100	239143	3547	72517	2829	1748	81296	18188	3498	970	2798	1806	648	6458	2232	13804	2911	2721	21172
2000	千代田区	13101	1437	5	307	33	3	371	60	18	4	107	21	15	75	16	190	5	18	189
2000	中央区	13102	1624	3	536	27	12	495	68	27	7	21	19	6	70	14	114	16	23	166
2000	港区	13103	14375	23	1634	280	78	2368	795	116	24	450	234	129	1299	352	3873	200	654	1866
2000	新宿区	13104	21780	707	6764	109	365	8928	702	383	36	661	77	51	392	152	658	160	157	1478
2000	文京区	13105	5532	56	1814	86	43	2141	203	82	24	145	45	16	93	47	233	54	45	405
2000	台東区	13106	7095	31	1462	219	17	3874	749	100	34	19	8	3	77	24	102	67	32	277
2000	墨田区	13107	5738	35	1708	20	11	2074	932	248	4	9	4	4	51	11	63	51	9	504
2000	江東区	13108	9302	28	3387	108	47	3621	988	182	27	27	12	11	61	41	145	136	50	431
2000	品川区	13109	8438	246	2539	166	63	2345	590	94	145	76	85	20	282	88	582	109	101	907
2000	目黒区	13110	7645	30	1512	166	194	1504	547	105	38	162	167	55	446	134	1021	75	207	1282
2000	大田区	13111	13529	45	3911	242	127	4145	1562	261	222	78	338	24	256	91	532	308	108	1279
2000	世田谷区	13112	13586	77	2601	251	122	3895	823	181	23	230	397	85	652	294	1711	226	268	1750
2000	渋谷区	13113	9714	61	1529	139	60	1696	350	132	24	368	145	73	1036	241	1994	108	369	1389
2000	中野区	13114	10667	445	4360	126	68	2946	427	129	8	77	40	23	292	126	357	64	122	1057
2000	杉並区	13115	10508	293	3810	72	46	3134	512	118	30	77	59	30	307	183	649	99	154	935
2000	豊島区	13116	13845	871	6889	80	67	3156	483	138	21	122	37	19	238	93	355	106	72	1098
2000	北区	13117	10668	254	4826	81	38	3204	747	145	28	18	11	19	122	24	126	204	37	784
2000	荒川区	13118	10130	43	1853	25	17	6895	438	70	42	12	3	7	48	22	60	33	20	542
2000	板橋区	13119	12377	131	5535	80	77	3356	1033	156	36	36	32	12	156	56	223	217	46	1195
2000	練馬区	13120	10390	59	3595	174	93	3418	744	166	25	46	41	25	215	122	414	175	111	967
2000	足立区	13121	17726	25	4218	83	99	8927	2386	300	84	22	12	9	80	23	118	254	29	1057
2000	葛飾区	13122	8640	28	2539	57	29	3792	1079	134	37	10	5	3	77	31	103	71	48	597
2000	江戸川区	13123	14397	51	5188	205	72	5011	1970	213	47	25	14	9	133	47	181	173	41	1017
2000	市部	13200	46845	106	12343	359	460	15712	4772	842	338	175	201	84	688	425	2833	1775	435	5297
2000	八王子市	13201	5331	15	1428	24	35	1618	684	51	66	20	22	6	76	31	195	212	44	804
2000	立川市	13202	2590	-	783	15	28	943	319	22	9	3	2	-	8	15	115	126	8	194
2000	武蔵野市	13203	2217	15	774	53	8	528	90	34	8	19	20	12	77	53	238	38	46	204
2000	三鷹市	13204	2759	15	765	20	46	707	159	62	25	20	30	10	103	60	371	23	69	274
2000	青梅市	13205	1092	1	159	7	5	261	261	43	6	-	3	-	8	5	50	71	7	205
2000	府中市	13206	3221	8	935	6	68	857	413	38	21	9	13	5	38	26	280	166	22	316
2000	昭島市	13207	1888	1	423	6	15	852	182	9	16	3	1	-	8	3	54	63	5	247
2000	調布市	13208	3227	10	908	20	23	1293	224	48	33	25	14	15	29	27	155	70	36	297
2000	町田市	13209	3012	9	853	17	22	1068	289	53	26	7	18	4	52	22	165	61	44	302
2000	小金井市	13210	1620	5	567	48	21	365	83	33	9	14	12	4	48	30	145	14	36	186
2000	小平市	13211	3199	6	563	10	15	2046	140	25	2	4	7	2	15	10	60	133	12	149
2000	日野市	13212	1459	2	482	15	26	452	140	35	10	1	8	2	24	8	46	31	5	172
2000	東村山市	13213	1157	-	309	2	16	435	155	27	6	-	1	-	11	2	61	13	4	115
2000	国分寺市	13214	1237	5	353	10	2	490	55	13	5	10	15	2	34	17	57	20	24	125
2000	国立市	13215	1199	1	463	13	20	326	48	20	11	8	11	6	19	10	67	16	16	144
2000	福生市	13218	1918	-	263	5	14	529	251	165	1	1	1	3	5	3	189	59	4	425
2000	狛江市	13219	633	1	184	2	11	178	108	12	-	7	4	1	13	12	46	5	4	45
2000	東大和市	13220	686	1	97	9	16	303	146	4	-	-	3	-	6	2	25	29	3	42
2000	清瀬市	13221	622	1	223	5	4	129	107	11	18	2	1	-	4	2	32	7	3	73
2000	東久留米市	13222	1059	-	212	35	12	263	93	23	6	1	6	-	28	36	198	16	4	126
2000	武蔵村山市	13223	831	-	149	1	22	237	128	14	-	-	-	-	-	2	26	195	1	56
2000	多摩市	13224	1436	1	425	9	11	490	211	10	14	10	3	5	11	8	59	27	11	131
2000	稲城市	13225	733	1	239	3	10	275	58	12	3	-	2	3	9	6	26	30	4	52
2000	羽村市	13227	1207	5	130	9	1	181	174	24	7	-	1	2	4	1	63	259	5	341
2000	あきる野市	13228	468	-	57	-	2	168	56	17	28	-	-	-	1	1	27	31	2	78
2000	西東京市	13229	2044	3	599	15	7	718	198	37	8	11	3	2	57	33	83	60	16	194
2000	町村部		660	1	61	4	14	155	179	17	8	-	1	-	8	2	66	67	-	77
2000	西多摩郡	13300	429	1	52	4	10	74	83	13	8	-	-	-	4	-	50	62	-	68
2000	瑞穂町	13303	319	1	33	4	9	49	60	12	8	-	-	-	3	-	30	48	-	62
2000	日の出町	13305	68	-	11	-	1	20	10	1	-	-	-	-	1	-	8	13	-	3
2000	檜原村	13307	17	-	1	-	-	-	6	-	-	-	-	-	-	-	7	-	-	3
2000	奥多摩町	13308	25	-	7	-	-	5	7	-	-	-	-	-	-	-	5	1	-	-
2000	島部		231	-	9	-	4	81	96	4	-	-	1	-	4	2	16	5	-	9
2000	大島支庁	13361	35	-	3	-	4	11	3	2	-	-	-	-	1	1	2	5	-	3
2000	三宅支庁	13381	48	-	2	-	-	16	23	-	-	-	1	-	-	1	3	-	-	2
2000	八丈支庁	13401	133	-	3	-	-	49	69	2	-	-	-	-	2	-	6	-	-	2
2000	小笠原支庁	13421	15	-	1	-	-	5	1	-	-	-	-	-	1	-	5	-	-	2
1999	東京都全体	13000	273978	3459	79309	2961	2007	94650	20954	4153	1298	2814	2027	686	6964	2569	16676	4903	2958	25590
1999	区部	13100	228557	3358	68016	2606	1552	79089	16486	3278	977	2647	1850	603	6282	2168	13651	3051	2569	20374
1999	千代田区	13101	1334	5	315	27	3	344	71	22	1	90	23	15	63	20	158	7	21	149
1999	中央区	13102	1442	4	456	22	13	438	64	28	6	29	20	6	69	8	98	20	22	139
1999	港区	13103	14017	20	1540	244	65	2300	752	101	19	461	249	124	1239	362	3908	191	615	1827
1999	新宿区	13104	20210	648	6301	89	243	8414	673	347	35	573	94	39	397	131	609	157	139	1321
1999	文京区	13105	5305	41	1703	93	24	2141	175	76	21	131	43	14	89	44	221	54	42	393
1999	台東区	13106	6348	31	1227	203	18	3595	605	89	14	17	9	3	75	18	100	67	20	257
1999	墨田区	13107	5364	23	1551	17	6	2094	795	221	8	7	3	3	39	11	62	66	11	447
1999	江東区	13108	8741	26	2999	82	41	3568	945	165	30	22	17	8	65	35	143	164	39	392
1999	品川区	13109	8322	199	2501	155	59	2410	515	84	140	73	93	16	272	89	582	129	104	901
1999	目黒区	13110	7377	32	1453	144	206	1495	506	105	39	159	167	59	401	130	1007	70	174	1230
1999	大田区	13111	13191	50	3625	224	126	4226	1408	255	224	76	349	23	264	75	555	327	109	1275
1999	世田谷区	13112	13426	84	2557	254	119	3933	799	192	26	194	406	86	644	261	1719	222	236	1694
1999	渋谷区	13113	9241	68	1505	137	58	1655	345	137	26	387	134	62	940	219	1834	117	363	1254
1999	中野区	13114	10346	425	4167	101	65	2922	409	125	11	65	39	23	283	123	368	63	118	1039
1999	杉並区	13115	10360	275	3765	76	49	3015	417	124	33	75	63	25	308	193	688	120	153	981
1999	豊島区	13116	13452	904	6635	80	64	3046	455	136	21	119	37	16	260	108	349	101	87	1034
1999	北区	13117	10069	227	4480	72	29	3107	660	115	28	17	10	18	122	26	123	234	40	761
1999	荒川区	13118	9604	41	1629	30	12	6640	405	61	29	12	4	7	42	29	53	32	18	560
1999	板橋区	13119	11842	114	5245	71	73	3143	951	140	47	40	30	15	168	62	220	209	48	1266
1999	練馬区	13120	10080	51	3462	181	76	3279	722	161	31	48	36	22	237	123	445	192	102	912
1999	足立区	13121	17039	20	3951	72	101	8845	2125	270	82	19	7	8	90	27	130	261	32	999
1999	葛飾区	13122	8244	26	2403	51	34	3717	960	123	35	10	6	5	72	30	97	72	50	553
1999	江戸川区	13123	13203	44	4546	181	68	4762	1729	201	71	23	11	6	143	44	182	176	26	990
1999	市部	13200	44758	100	11230	351	443	15410	4305	857	316	167	176	83	673	401	2951	1766	389	5140
1999	八王子市	13201	4801	9	1178	28	42	1531	575	49	60	20	17	9	63	24	198	216	32	750
1999	立川市	13202	2483	-	709	22	25	910	319	19	4	2	1	-	8	15	103	145	9	192
1999	武蔵野市	13203	2176	9	756	55	9	516	76	31	6	25	13	7	68	55	287	45	38	180
1999	三鷹市	13204	2693	13	782	18	50	647	155	62	15	19	21	9	124	56	390	21	66	245
1999	青梅市	13205	1114	1	161	7	3	281	246	39	6	-	1	-	6	9	50	74	5	225
1999	府中市	13206	3058	9	853	7	63	818	362	35	15	8	8	4	47	24	289	171	19	326
1999	昭島市	13207	1901	-	389	7	20	891	153	8	18	3	-	-	8	2	61	81	7	253
1999	調布市	13208	3159	11	878	18	23	1304	213	47	33	24	15	15	30	21	163	59	21	284
1999	町田市	13209	2790	8	778	15	18	1039	263	41	22	5	18	3	54	21	149	68	34	254
1999	小金井市	13210	1513	7	539	42	14	335	69	26	6	14	17	7	38	31	136	12	40	180
1999	小平市	13211	3036	4	442	4	13	2086	128	29	3	2	6	1	17	9	61	97	9	125
1999	日野市	13212	1563	2	431	12	31	473	153	106	10	1	8	2	16	7	62	40	6	203
1999	東村山市	13213	1041	1	255	5	16	379	131	31	5	1	2	-	8	5	61	19	5	117
1999	国分寺市	13214	1149	9	336	8	4	432	54	13	6	-	14	3	29	10	60	36	26	109
1999	国立市	13215	1130	1	412	8	8	332	48	16	6	9	14	5	16	8	65	13	16	153
1999	福生市	13218	1788	-	211	4	9	519	206	154	2	1	1	3	7	2	185	49	7	428
1999	狛江市	13219	608	1	171	1	9	175	99	12	1	7	3	1	13	11	54	6	5	39
1999	東大和市	13220	692	1	95	11	18	315	141	3	-	-	2	-	7	2	27	35	-	35
1999	清瀬市	13221	554	3	187	11	4	126	74	6	18	2	1	1	4	3	35	6	2	71
1999	東久留米市	13222	1060	-	214	42	11	235	87	24	5	1	5	1	27	27	220	15	4	142
1999	武蔵村山市	13223	834	-	145	1	20	250	130	18	-	-	-	-	-	6	20	188	1	55
1999	多摩市	13224	1391	1	376	9	14	488	186	9	20	10	4	6	13	13	66	30	6	140
1999	稲城市	13225	731	1	222	-	5	293	61	13	3	-	1	2	7	7	22	31	4	59
1999	羽村市	13227	1130	4	127	6	6	203	149	23	7	-	1	2	4	1	59	208	7	323
1999	あきる野市	13228	459	2	37	-	2	163	51	10	37	-	-	-	2	2	31	39	3	80
1999	西東京市	13229	1904	3	546	10	6	669	176	33	8	13	3	2	57	30	97	62	17	172
1999	町村部		663	1	63	4	12	151	163	18	5	-	1	-	9	-	74	86	-	76
1999	西多摩郡	13300	433	1	57	4	8	72	71	13	5	-	-	-	3	-	55	80	-	64
1999	瑞穂町	13303	334	1	39	4	7	50	59	12	5	-	-	-	3	-	35	61	-	58
1999	日の出町	13305	58	-	11	-	1	15	4	1	-	-	-	-	-	-	7	16	-	3
1999	檜原村	13307	14	-	-	-	-	-	4	-	-	-	-	-	-	-	7	-	-	3
1999	奥多摩町	13308	27	-	7	-	-	7	4	-	-	-	-	-	-	-	6	3	-	-
1999	島部		230	-	6	-	4	79	92	5	-	-	1	-	6	-	19	6	-	12
1999	大島支庁	13361	36	-	3	-	4	11	3	2	-	-	-	-	1	-	3	5	-	4
1999	三宅支庁	13381	45	-	-	-	-	17	17	-	-	-	1	-	-	-	4	1	-	5
1999	八丈支庁	13401	135	-	1	-	-	46	71	3	-	-	-	-	4	-	8	-	-	2
1999	小笠原支庁	13421	14	-	2	-	-	5	1	-	-	-	-	-	1	-	4	-	-	1
1998	東京都全体	13000	267110	3327	75736	2533	1821	94773	19356	3768	1281	2666	2015	662	6654	2477	16822	5573	2640	25006
1998	区部	13100	222772	3251	65057	2221	1403	79248	15193	3044	983	2515	1834	586	5972	2108	13697	3483	2331	19846
1998	千代田区	13101	1317	4	296	19	2	373	79	18	3	80	24	13	63	16	168	8	16	135
1998	中央区	13102	1344	2	413	12	12	398	77	24	1	20	17	4	65	6	110	27	20	136
1998	港区	13103	13252	16	1474	231	64	2217	703	90	13	426	243	115	1162	339	3719	192	505	1743
1998	新宿区	13104	19701	609	6000	78	170	8575	628	319	37	559	67	41	365	141	601	163	139	1209
1998	文京区	13105	5326	47	1704	84	21	2183	155	60	16	123	45	16	106	47	253	52	47	367
1998	台東区	13106	5857	29	1078	176	17	3437	494	95	18	18	7	4	58	12	94	65	19	236
1998	墨田区	13107	5035	23	1410	10	13	2055	740	180	7	6	3	3	46	14	73	80	7	365
1998	江東区	13108	8443	28	2660	82	33	3630	898	163	26	24	15	10	54	22	133	203	48	414
1998	品川区	13109	8236	183	2489	136	43	2428	462	81	202	74	79	18	259	85	582	155	95	865
1998	目黒区	13110	7392	19	1459	128	210	1560	486	120	25	149	175	72	386	149	1093	97	160	1104
1998	大田区	13111	12926	45	3499	162	118	4218	1277	205	234	71	380	18	263	80	562	415	85	1294
1998	世田谷区	13112	13430	91	2559	224	120	4025	777	197	18	190	368	80	609	245	1748	256	262	1661
1998	渋谷区	13113	9051	61	1551	113	61	1775	343	121	18	367	138	58	859	213	1754	121	315	1183
1998	中野区	13114	10423	412	4227	82	63	2936	419	131	15	70	40	23	284	105	405	70	98	1043
1998	杉並区	13115	10322	247	3665	72	47	3071	413	124	28	75	71	25	315	189	697	157	128	998
1998	豊島区	13116	13351	942	6592	48	56	3059	424	131	19	113	45	16	254	107	373	115	70	987
1998	北区	13117	9660	216	4224	64	31	3023	590	87	30	18	13	15	125	32	133	224	32	803
1998	荒川区	13118	9246	33	1435	26	7	6472	383	53	22	11	5	7	43	14	68	35	21	611
1998	板橋区	13119	11485	110	4938	93	75	3137	832	124	42	27	25	10	149	72	241	268	41	1301
1998	練馬区	13120	10032	49	3357	124	69	3343	702	157	27	55	47	22	229	119	483	207	126	916
1998	足立区	13121	16303	19	3591	75	94	8818	1902	251	84	8	13	5	73	27	135	283	33	892
1998	葛飾区	13122	8017	30	2310	39	25	3721	851	112	29	10	7	5	76	38	92	78	34	560
1998	江戸川区	13123	12623	36	4126	143	52	4794	1558	201	69	21	7	6	129	36	180	212	30	1023
1998	市部	13200	43740	76	10627	312	405	15392	4026	710	297	151	180	76	675	367	3051	1997	309	5089
1998	八王子市	13201	4577	8	1080	30	38	1533	526	41	52	13	19	8	62	16	180	194	22	755
1998	立川市	13202	2411	2	636	22	39	907	279	20	4	2	5	-	9	14	126	133	9	204
1998	武蔵野市	13203	2185	6	785	34	14	531	73	36	11	22	12	8	72	41	279	61	38	162
1998	三鷹市	13204	2724	7	812	14	45	667	152	53	23	16	23	8	121	47	409	32	46	249
1998	青梅市	13205	1162	1	171	5	7	267	241	42	6	-	8	-	6	3	44	90	-	271
1998	府中市	13206	2946	7	788	11	43	787	332	24	17	9	5	5	43	28	305	185	24	333
1998	昭島市	13207	1852	-	334	5	20	899	131	9	17	3	-	-	8	2	67	98	5	254
1998	調布市	13208	3035	7	819	22	21	1302	203	38	26	28	17	13	37	20	154	45	19	264
1998	町田市	13209	2650	8	682	9	16	1044	243	35	27	7	14	2	56	31	156	80	27	213
1998	小金井市	13210	1517	4	578	28	27	312	68	27	7	8	15	3	45	36	161	18	24	156
1998	小平市	13211	3133	4	397	6	6	2211	120	24	5	2	6	1	19	8	63	115	12	134
1998	日野市	13212	1427	1	428	16	17	421	137	32	5	2	5	2	14	3	51	60	6	227
1998	東村山市	13213	1021	2	242	4	12	394	121	31	4	1	2	-	5	7	65	18	2	111
1998	国分寺市	13214	1129	4	328	11	6	419	61	13	3	3	14	3	26	6	61	28	17	126
1998	国立市	13215	1101	1	399	6	6	339	45	15	5	3	8	4	10	10	80	11	14	145
1998	福生市	13218	1740	-	241	3	9	465	208	142	2	1	1	3	5	6	186	69	3	396
1998	狛江市	13219	596	1	142	1	11	186	104	13	-	5	4	1	11	11	46	9	4	47
1998	東大和市	13220	663	1	87	12	10	312	130	2	1	1	2	-	4	2	27	38	-	34
1998	清瀬市	13221	572	-	185	9	3	143	76	4	14	3	2	-	8	3	45	11	-	66
1998	東久留米市	13222	982	1	182	39	8	228	77	20	1	4	6	-	24	25	233	16	6	112
1998	武蔵村山市	13223	857	-	132	2	14	246	109	16	-	-	-	-	-	5	23	242	-	68
1998	多摩市	13224	1358	-	353	4	14	477	190	6	11	8	5	5	22	8	68	41	6	140
1998	稲城市	13225	712	2	204	1	7	289	57	10	9	-	1	6	8	9	25	24	6	54
1998	羽村市	13227	1121	4	90	6	4	185	135	25	4	-	-	2	5	1	60	268	5	327
1998	あきる野市	13228	450	2	30	-	1	151	51	9	36	-	-	-	4	1	30	58	2	75
1998	西東京市	13229	1819	3	502	12	7	677	157	23	7	10	6	2	51	24	107	53	12	166
1998	町村部		598	-	52	-	13	133	137	14	1	-	1	-	7	2	74	93	-	71
1998	西多摩郡	13300	395	-	47	-	9	66	63	11	-	-	-	-	3	-	57	88	-	51
1998	瑞穂町	13303	299	-	29	-	8	44	54	10	-	-	-	-	3	-	35	72	-	44
1998	日の出町	13305	59	-	11	-	1	15	4	1	-	-	-	-	-	-	7	16	-	4
1998	檜原村	13307	12	-	-	-	-	-	2	-	-	-	-	-	-	-	7	-	-	3
1998	奥多摩町	13308	25	-	7	-	-	7	3	-	-	-	-	-	-	-	8	-	-	-
1998	島部		203	-	5	-	4	67	74	3	1	-	1	-	4	2	17	5	-	20
1998	大島支庁	13361	37	-	3	-	4	14	3	1	-	-	-	-	1	2	2	4	-	3
1998	三宅支庁	13381	51	-	-	-	-	13	18	-	-	-	1	-	1	-	3	1	-	14
1998	八丈支庁	13401	103	-	1	-	-	36	52	2	1	-	-	-	2	-	7	-	-	2
1998	小笠原支庁	13421	12	-	1	-	-	4	1	-	-	-	-	-	-	-	5	-	-	1
1997	東京都全体	13000	262270	3197	74572	2146	1580	94610	18556	3619	1173	2532	1952	647	6170	2340	16717	5726	2445	24288
1997	区部	13100	219206	3130	64461	1900	1225	79103	14685	2899	933	2384	1778	570	5568	2003	13533	3627	2148	19259
1997	千代田区	13101	1237	2	267	19	11	333	74	18	2	86	27	13	68	10	137	8	13	149
1997	中央区	13102	1293	2	387	7	10	400	82	19	2	15	13	5	56	10	98	27	21	139
1997	港区	13103	13024	10	1410	213	67	2313	719	89	20	467	238	127	1129	325	3556	171	471	1699
1997	新宿区	13104	19056	597	6022	84	98	8227	621	306	33	485	66	29	325	147	607	161	137	1111
1997	文京区	13105	5241	43	1704	73	19	2180	182	56	20	113	34	10	93	39	246	58	46	325
1997	台東区	13106	5563	27	987	132	11	3268	498	88	26	16	7	3	54	14	102	71	14	245
1997	墨田区	13107	4907	21	1361	12	14	2061	703	147	10	5	2	5	34	11	72	86	11	352
1997	江東区	13108	8214	28	2428	67	35	3755	848	143	29	22	13	10	58	17	120	216	28	397
1997	品川区	13109	8101	164	2373	108	44	2511	452	86	185	63	76	21	237	88	571	176	102	844
1997	目黒区	13110	7458	15	1539	118	200	1650	477	116	36	135	172	57	381	123	1141	138	156	1004
1997	大田区	13111	12533	41	3290	129	120	4281	1194	174	220	56	379	19	232	82	573	402	88	1253
1997	世田谷区	13112	13139	95	2566	214	124	4045	748	203	29	184	356	83	570	227	1704	247	199	1545
1997	渋谷区	13113	9131	50	1569	116	49	1867	374	120	20	354	141	56	786	215	1837	136	308	1133
1997	中野区	13114	10477	392	4441	52	35	3010	405	119	12	67	36	22	277	111	394	73	94	937
1997	杉並区	13115	10356	230	3879	72	43	3104	362	135	22	67	70	26	276	173	676	164	120	937
1997	豊島区	13116	13742	967	7152	40	46	2977	417	137	12	107	36	15	234	95	343	115	86	963
1997	北区	13117	9641	192	4280	53	23	3095	535	65	29	14	13	15	117	33	127	195	24	831
1997	荒川区	13118	9030	28	1328	27	9	6412	334	42	27	13	4	7	39	14	69	38	17	622
1997	板橋区	13119	11213	103	4784	61	56	3041	815	105	24	24	21	8	162	51	252	298	39	1369
1997	練馬区	13120	9877	52	3334	93	65	3309	683	134	21	52	50	23	197	122	512	212	108	910
1997	足立区	13121	15870	16	3303	66	80	8845	1799	243	71	8	11	5	64	22	141	316	24	856
1997	葛飾区	13122	7781	25	2199	35	24	3712	830	106	26	12	4	2	61	36	98	91	18	502
1997	江戸川区	13123	12322	30	3858	109	42	4707	1533	248	57	19	9	9	118	38	157	228	24	1136
1997	市部	13200	42452	67	10052	246	348	15373	3748	710	240	148	173	77	595	336	3110	1998	295	4936
1997	八王子市	13201	4331	6	1023	28	16	1511	474	37	36	13	19	7	54	20	171	187	22	707
1997	立川市	13202	2327	1	590	17	22	916	265	20	6	3	4	1	10	16	121	123	7	205
1997	武蔵野市	13203	2217	10	801	29	16	522	78	32	7	16	12	8	68	42	301	75	46	154
1997	三鷹市	13204	2636	3	770	7	37	668	149	42	14	18	27	8	115	45	391	65	36	241
1997	青梅市	13205	1189	1	166	11	5	283	216	39	3	1	9	-	8	4	32	107	4	300
1997	府中市	13206	2794	4	743	8	48	765	303	23	11	7	6	3	33	30	315	164	17	314
1997	昭島市	13207	1810	-	300	3	12	906	134	14	17	3	-	-	6	3	67	73	5	267
1997	調布市	13208	2974	6	795	11	20	1348	182	37	24	24	13	15	30	19	142	53	14	241
1997	町田市	13209	2481	5	627	14	14	1017	194	34	23	5	14	3	49	20	161	83	19	199
1997	小金井市	13210	1468	6	538	24	27	349	63	26	6	9	13	4	40	23	152	22	30	136
1997	小平市	13211	3145	2	379	7	9	2254	120	21	3	1	2	1	13	10	69	108	14	132
1997	日野市	13212	1363	1	391	14	22	409	134	26	4	3	6	1	13	3	60	39	4	233
1997	東村山市	13213	1018	1	249	5	14	383	113	34	4	1	2	1	5	6	59	17	3	121
1997	国分寺市	13214	1012	4	303	4	3	363	56	17	1	4	11	1	19	6	73	26	11	110
1997	国立市	13215	1039	1	387	5	6	324	47	13	3	4	8	3	11	10	82	8	14	113
1997	福生市	13218	1755	-	221	2	10	424	207	163	2	1	2	3	7	4	218	96	4	391
1997	狛江市	13219	606	1	130	1	8	194	102	15	-	5	7	1	17	10	51	10	4	50
