qualification,country,people,year
研究,スリランカ,15,2006
研究,タイ,39,2006
研究,ネパール,22,2006
研究,パキスタン,10,2006
研究,バングラデシュ,87,2006
研究,フィリピン,33,2006
研究,ブラジル,10,2006
研究,フランス,74,2006
研究,ベトナム,32,2006
研究,ペルー,1,2006
研究,マレーシア,16,2006
研究,ロシア,77,2006
研究,英国,44,2006
研究,韓国,261,2006
研究,中国,951,2006
研究,米国,80,2006
研修・技能実習,インド,0,2006
研修・技能実習,インドネシア,0,2006
研修・技能実習,オーストラリア,0,2006
研修・技能実習,カナダ,0,2006
研修・技能実習,スリランカ,0,2006
研修・技能実習,タイ,0,2006
研修・技能実習,ネパール,0,2006
研修・技能実習,パキスタン,0,2006
研修・技能実習,バングラデシュ,0,2006
研修・技能実習,フィリピン,0,2006
研修・技能実習,ブラジル,0,2006
研修・技能実習,フランス,0,2006
研修・技能実習,ベトナム,0,2006
研修・技能実習,ペルー,0,2006
研修・技能実習,マレーシア,0,2006
研修・技能実習,ロシア,0,2006
研修・技能実習,英国,0,2006
研修・技能実習,韓国,0,2006
研修・技能実習,中国,0,2006
研修・技能実習,米国,0,2006
宗教,インド,62,2006
宗教,インドネシア,47,2006
宗教,オーストラリア,67,2006
宗教,カナダ,176,2006
宗教,スリランカ,27,2006
宗教,タイ,52,2006
宗教,ネパール,2,2006
宗教,パキスタン,6,2006
宗教,バングラデシュ,1,2006
宗教,フィリピン,270,2006
宗教,ブラジル,108,2006
宗教,フランス,37,2006
宗教,ベトナム,75,2006
宗教,ペルー,9,2006
宗教,マレーシア,3,2006
宗教,ロシア,4,2006
宗教,英国,71,2006
宗教,韓国,1032,2006
宗教,中国,103,2006
宗教,米国,1757,2006
人文知識・国際業務,インド,738,2006
人文知識・国際業務,インドネシア,195,2006
人文知識・国際業務,オーストラリア,3586,2006
人文知識・国際業務,カナダ,3731,2006
人文知識・国際業務,スリランカ,424,2006
人文知識・国際業務,タイ,293,2006
人文知識・国際業務,ネパール,124,2006
人文知識・国際業務,パキスタン,433,2006
人文知識・国際業務,バングラデシュ,427,2006
人文知識・国際業務,フィリピン,757,2006
人文知識・国際業務,ブラジル,105,2006
人文知識・国際業務,フランス,912,2006
人文知識・国際業務,ベトナム,256,2006
人文知識・国際業務,ペルー,25,2006
人文知識・国際業務,マレーシア,333,2006
人文知識・国際業務,ロシア,435,2006
人文知識・国際業務,英国,4582,2006
人文知識・国際業務,韓国,5919,2006
人文知識・国際業務,中国,21883,2006
人文知識・国際業務,米国,8165,2006
投資・経営,インド,271,2006
投資・経営,インドネシア,17,2006
投資・経営,オーストラリア,205,2006
投資・経営,カナダ,120,2006
投資・経営,スリランカ,94,2006
投資・経営,タイ,48,2006
投資・経営,ネパール,46,2006
投資・経営,パキスタン,334,2006
投資・経営,バングラデシュ,45,2006
投資・経営,フィリピン,38,2006
投資・経営,ブラジル,29,2006
投資・経営,フランス,321,2006
投資・経営,ベトナム,9,2006
投資・経営,ペルー,1,2006
投資・経営,マレーシア,49,2006
投資・経営,ロシア,60,2006
投資・経営,英国,443,2006
投資・経営,韓国,1609,2006
投資・経営,中国,1553,2006
投資・経営,米国,1160,2006
特定活動,インド,458,2006
特定活動,インドネシア,6639,2006
特定活動,オーストラリア,916,2006
特定活動,カナダ,496,2006
特定活動,スリランカ,183,2006
特定活動,タイ,1116,2006
特定活動,ネパール,74,2006
特定活動,パキスタン,90,2006
特定活動,バングラデシュ,208,2006
特定活動,フィリピン,6052,2006
特定活動,ブラジル,203,2006
特定活動,フランス,441,2006
特定活動,ベトナム,6152,2006
特定活動,ペルー,230,2006
特定活動,マレーシア,38,2006
特定活動,ロシア,158,2006
特定活動,英国,262,2006
特定活動,韓国,2836,2006
特定活動,中国,68531,2006
特定活動,米国,188,2006
文化活動,インド,46,2006
文化活動,インドネシア,33,2006
文化活動,オーストラリア,30,2006
文化活動,カナダ,32,2006
文化活動,スリランカ,31,2006
文化活動,タイ,69,2006
文化活動,ネパール,24,2006
文化活動,パキスタン,13,2006
文化活動,バングラデシュ,47,2006
文化活動,フィリピン,31,2006
文化活動,ブラジル,12,2006
文化活動,フランス,110,2006
文化活動,ベトナム,17,2006
文化活動,ペルー,1,2006
文化活動,マレーシア,16,2006
文化活動,ロシア,17,2006
文化活動,英国,36,2006
文化活動,韓国,404,2006
文化活動,中国,1148,2006
文化活動,米国,262,2006
報道,インド,1,2006
報道,インドネシア,0,2006
報道,オーストラリア,8,2006
報道,カナダ,14,2006
報道,スリランカ,0,2006
報道,タイ,0,2006
報道,ネパール,0,2006
報道,パキスタン,0,2006
報道,バングラデシュ,0,2006
報道,フィリピン,0,2006
報道,ブラジル,3,2006
報道,フランス,17,2006
報道,ベトナム,5,2006
報道,ペルー,1,2006
報道,マレーシア,0,2006
報道,ロシア,16,2006
報道,英国,34,2006
報道,韓国,59,2006
報道,中国,12,2006
報道,米国,43,2006
法律・会計業務,インド,0,2006
法律・会計業務,インドネシア,0,2006
法律・会計業務,オーストラリア,7,2006
法律・会計業務,カナダ,4,2006
法律・会計業務,スリランカ,0,2006
法律・会計業務,タイ,0,2006
法律・会計業務,ネパール,0,2006
法律・会計業務,パキスタン,0,2006
法律・会計業務,バングラデシュ,0,2006
法律・会計業務,フィリピン,0,2006
法律・会計業務,ブラジル,0,2006
法律・会計業務,フランス,5,2006
法律・会計業務,ベトナム,0,2006
法律・会計業務,ペルー,0,2006
法律・会計業務,マレーシア,0,2006
法律・会計業務,ロシア,0,2006
法律・会計業務,英国,30,2006
法律・会計業務,韓国,3,2006
法律・会計業務,中国,7,2006
法律・会計業務,米国,74,2006
留学,インド,452,2006
留学,インドネシア,1710,2006
留学,オーストラリア,338,2006
留学,カナダ,327,2006
留学,スリランカ,1367,2006
留学,タイ,2203,2006
留学,ネパール,1138,2006
留学,パキスタン,151,2006
留学,バングラデシュ,1665,2006
留学,フィリピン,640,2006
留学,ブラジル,361,2006
留学,フランス,496,2006
留学,ベトナム,2472,2006
留学,ペルー,110,2006
留学,マレーシア,2211,2006
留学,ロシア,387,2006
留学,英国,587,2006
留学,韓国,17097,2006
留学,中国,88074,2006
留学,米国,2020,2006
医療,インド,,2005
医療,インドネシア,3,2005
医療,オーストラリア,,2005
医療,カナダ,,2005
医療,スリランカ,1,2005
医療,タイ,,2005
医療,ネパール,1,2005
医療,パキスタン,,2005
医療,バングラデシュ,,2005
医療,フィリピン,,2005
医療,ブラジル,1,2005
医療,フランス,,2005
医療,ベトナム,33,2005
医療,ペルー,,2005
医療,マレーシア,6,2005
医療,ロシア,,2005
医療,英国,1,2005
医療,韓国,9,2005
医療,中国,57,2005
医療,米国,2,2005
技術,インド,2298,2005
技術,インドネシア,221,2005
技術,オーストラリア,223,2005
技術,カナダ,259,2005
技術,スリランカ,104,2005
技術,タイ,213,2005
技術,ネパール,54,2005
技術,パキスタン,50,2005
技術,バングラデシュ,147,2005
技術,フィリピン,929,2005
技術,ブラジル,46,2005
技術,フランス,363,2005
技術,ベトナム,197,2005
技術,ペルー,13,2005
技術,マレーシア,260,2005
技術,ロシア,96,2005
技術,英国,425,2005
技術,韓国,3623,2005
技術,中国,11981,2005
技術,米国,571,2005
技能,インド,1487,2005
技能,インドネシア,110,2005
技能,オーストラリア,98,2005
技能,カナダ,92,2005
技能,スリランカ,127,2005
技能,タイ,572,2005
技能,ネパール,723,2005
技能,パキスタン,140,2005
技能,バングラデシュ,153,2005
技能,フィリピン,172,2005
技能,ブラジル,70,2005
技能,フランス,67,2005
技能,ベトナム,105,2005
技能,ペルー,11,2005
技能,マレーシア,36,2005
技能,ロシア,71,2005
技能,英国,200,2005
技能,韓国,1306,2005
技能,中国,7303,2005
技能,米国,50,2005
教育,インド,10,2005
教育,インドネシア,2,2005
教育,オーストラリア,779,2005
教育,カナダ,1420,2005
教育,スリランカ,2,2005
教育,タイ,4,2005
教育,ネパール,3,2005
教育,パキスタン,,2005
教育,バングラデシュ,1,2005
教育,フィリピン,49,2005
教育,ブラジル,7,2005
教育,フランス,62,2005
教育,ベトナム,1,2005
教育,ペルー,2,2005
教育,マレーシア,3,2005
教育,ロシア,14,2005
教育,英国,1548,2005
教育,韓国,79,2005
教育,中国,105,2005
教育,米国,4325,2005
教授,インド,292,2005
教授,インドネシア,75,2005
教授,オーストラリア,262,2005
教授,カナダ,330,2005
教授,スリランカ,39,2005
教授,タイ,97,2005
教授,ネパール,26,2005
教授,パキスタン,27,2005
教授,バングラデシュ,195,2005
教授,フィリピン,56,2005
教授,ブラジル,33,2005
教授,フランス,204,2005
教授,ベトナム,62,2005
教授,ペルー,11,2005
教授,マレーシア,20,2005
教授,ロシア,186,2005
教授,英国,474,2005
教授,韓国,929,2005
教授,中国,2417,2005
教授,米国,1209,2005
興行,インド,74,2005
興行,インドネシア,1740,2005
興行,オーストラリア,92,2005
興行,カナダ,75,2005
興行,スリランカ,,2005
興行,タイ,234,2005
興行,ネパール,14,2005
興行,パキスタン,8,2005
興行,バングラデシュ,5,2005
興行,フィリピン,50691,2005
興行,ブラジル,233,2005
興行,フランス,20,2005
興行,ベトナム,11,2005
興行,ペルー,7,2005
興行,マレーシア,35,2005
興行,ロシア,1921,2005
興行,英国,49,2005
興行,韓国,810,2005
興行,中国,4163,2005
興行,米国,374,2005
芸術,インド,3,2005
芸術,インドネシア,,2005
芸術,オーストラリア,7,2005
芸術,カナダ,7,2005
芸術,スリランカ,,2005
芸術,タイ,1,2005
芸術,ネパール,3,2005
芸術,パキスタン,,2005
芸術,バングラデシュ,,2005
芸術,フィリピン,3,2005
芸術,ブラジル,13,2005
芸術,フランス,5,2005
芸術,ベトナム,,2005
芸術,ペルー,2,2005
芸術,マレーシア,1,2005
芸術,ロシア,21,2005
芸術,英国,15,2005
芸術,韓国,33,2005
芸術,中国,125,2005
芸術,米国,66,2005
研究,インド,171,2005
研究,インドネシア,29,2005
研究,オーストラリア,31,2005
研究,カナダ,30,2005
研究,スリランカ,15,2005
研究,タイ,21,2005
研究,ネパール,21,2005
研究,パキスタン,13,2005
研究,バングラデシュ,92,2005
研究,フィリピン,25,2005
研究,ブラジル,11,2005
研究,フランス,68,2005
研究,ベトナム,39,2005
研究,ペルー,1,2005
研究,マレーシア,14,2005
研究,ロシア,108,2005
研究,英国,48,2005
研究,韓国,316,2005
研究,中国,1043,2005
研究,米国,87,2005
研修・技能実習,インド,92,2005
研修・技能実習,インドネシア,4189,2005
研修・技能実習,オーストラリア,4,2005
研修・技能実習,カナダ,5,2005
研修・技能実習,スリランカ,228,2005
研修・技能実習,タイ,1566,2005
研修・技能実習,ネパール,34,2005
研修・技能実習,パキスタン,40,2005
研修・技能実習,バングラデシュ,80,2005
研修・技能実習,フィリピン,2888,2005
研修・技能実習,ブラジル,124,2005
研修・技能実習,フランス,3,2005
研修・技能実習,ベトナム,3491,2005
研修・技能実習,ペルー,45,2005
研修・技能実習,マレーシア,235,2005
研修・技能実習,ロシア,17,2005
研修・技能実習,英国,20,2005
研修・技能実習,韓国,156,2005
研修・技能実習,中国,40136,2005
研修・技能実習,米国,12,2005
宗教,インド,59,2005
宗教,インドネシア,43,2005
宗教,オーストラリア,94,2005
宗教,カナダ,200,2005
宗教,スリランカ,26,2005
宗教,タイ,12,2005
宗教,ネパール,1,2005
宗教,パキスタン,7,2005
宗教,バングラデシュ,1,2005
宗教,フィリピン,229,2005
宗教,ブラジル,107,2005
宗教,フランス,46,2005
宗教,ベトナム,27,2005
宗教,ペルー,8,2005
宗教,マレーシア,3,2005
宗教,ロシア,4,2005
宗教,英国,76,2005
宗教,韓国,904,2005
宗教,中国,95,2005
宗教,米国,1957,2005
人文知識・国際業務,インド,559,2005
人文知識・国際業務,インドネシア,141,2005
人文知識・国際業務,オーストラリア,4010,2005
人文知識・国際業務,カナダ,4185,2005
人文知識・国際業務,スリランカ,284,2005
人文知識・国際業務,タイ,206,2005
人文知識・国際業務,ネパール,76,2005
人文知識・国際業務,パキスタン,269,2005
人文知識・国際業務,バングラデシュ,293,2005
人文知識・国際業務,フィリピン,558,2005
人文知識・国際業務,ブラジル,81,2005
人文知識・国際業務,フランス,846,2005
人文知識・国際業務,ベトナム,136,2005
人文知識・国際業務,ペルー,18,2005
人文知識・国際業務,マレーシア,288,2005
人文知識・国際業務,ロシア,295,2005
人文知識・国際業務,英国,4957,2005
人文知識・国際業務,韓国,4181,2005
人文知識・国際業務,中国,14300,2005
人文知識・国際業務,米国,8236,2005
投資・経営,インド,234,2005
投資・経営,インドネシア,18,2005
投資・経営,オーストラリア,196,2005
投資・経営,カナダ,122,2005
投資・経営,スリランカ,61,2005
投資・経営,タイ,41,2005
投資・経営,ネパール,28,2005
投資・経営,パキスタン,227,2005
投資・経営,バングラデシュ,33,2005
投資・経営,フィリピン,34,2005
投資・経営,ブラジル,17,2005
投資・経営,フランス,304,2005
投資・経営,ベトナム,4,2005
投資・経営,ペルー,2,2005
投資・経営,マレーシア,39,2005
投資・経営,ロシア,30,2005
投資・経営,英国,431,2005
投資・経営,韓国,1192,2005
投資・経営,中国,1268,2005
投資・経営,米国,1237,2005
特定活動,インド,139,2005
特定活動,インドネシア,6211,2005
特定活動,オーストラリア,1219,2005
特定活動,カナダ,671,2005
特定活動,スリランカ,185,2005
特定活動,タイ,452,2005
特定活動,ネパール,44,2005
特定活動,パキスタン,55,2005
特定活動,バングラデシュ,89,2005
特定活動,フィリピン,3706,2005
特定活動,ブラジル,92,2005
特定活動,フランス,340,2005
特定活動,ベトナム,4939,2005
特定活動,ペルー,115,2005
特定活動,マレーシア,12,2005
特定活動,ロシア,85,2005
特定活動,英国,303,2005
特定活動,韓国,1674,2005
特定活動,中国,41601,2005
特定活動,米国,141,2005
文化活動,インド,35,2005
文化活動,インドネシア,33,2005
文化活動,オーストラリア,29,2005
文化活動,カナダ,31,2005
文化活動,スリランカ,25,2005
文化活動,タイ,61,2005
文化活動,ネパール,17,2005
文化活動,パキスタン,11,2005
文化活動,バングラデシュ,58,2005
文化活動,フィリピン,25,2005
文化活動,ブラジル,7,2005
文化活動,フランス,116,2005
文化活動,ベトナム,20,2005
文化活動,ペルー,2,2005
文化活動,マレーシア,5,2005
文化活動,ロシア,24,2005
文化活動,英国,39,2005
文化活動,韓国,490,2005
文化活動,中国,1208,2005
文化活動,米国,308,2005
報道,インド,2,2005
報道,インドネシア,1,2005
報道,オーストラリア,7,2005
報道,カナダ,11,2005
報道,スリランカ,,2005
報道,タイ,,2005
報道,ネパール,,2005
報道,パキスタン,,2005
報道,バングラデシュ,,2005
報道,フィリピン,,2005
報道,ブラジル,1,2005
報道,フランス,16,2005
報道,ベトナム,7,2005
報道,ペルー,1,2005
報道,マレーシア,,2005
報道,ロシア,17,2005
報道,英国,32,2005
報道,韓国,60,2005
報道,中国,21,2005
報道,米国,53,2005
法律・会計業務,インド,,2005
法律・会計業務,インドネシア,,2005
法律・会計業務,オーストラリア,5,2005
法律・会計業務,カナダ,4,2005
法律・会計業務,スリランカ,,2005
法律・会計業務,タイ,1,2005
法律・会計業務,ネパール,,2005
法律・会計業務,パキスタン,,2005
法律・会計業務,バングラデシュ,,2005
法律・会計業務,フィリピン,1,2005
法律・会計業務,ブラジル,,2005
法律・会計業務,フランス,6,2005
法律・会計業務,ベトナム,,2005
法律・会計業務,ペルー,,2005
法律・会計業務,マレーシア,,2005
法律・会計業務,ロシア,,2005
法律・会計業務,英国,22,2005
法律・会計業務,韓国,5,2005
法律・会計業務,中国,10,2005
法律・会計業務,米国,66,2005
留学,インド,396,2005
留学,インドネシア,1651,2005
留学,オーストラリア,360,2005
留学,カナダ,290,2005
留学,スリランカ,931,2005
留学,タイ,1950,2005
留学,ネパール,518,2005
留学,パキスタン,157,2005
留学,バングラデシュ,1372,2005
留学,フィリピン,633,2005
留学,ブラジル,351,2005
留学,フランス,387,2005
留学,ベトナム,1761,2005
留学,ペルー,91,2005
留学,マレーシア,2092,2005
留学,ロシア,380,2005
留学,英国,634,2005
留学,韓国,16444,2005
留学,中国,90746,2005
留学,米国,1663,2005
医療,インド,0,2004
医療,インドネシア,3,2004
医療,オーストラリア,0,2004
医療,カナダ,0,2004
医療,スリランカ,1,2004
医療,タイ,1,2004
医療,ネパール,0,2004
医療,パキスタン,0,2004
医療,バングラデシュ,0,2004
医療,フィリピン,0,2004
医療,ブラジル,1,2004
医療,フランス,0,2004
医療,ベトナム,22,2004
医療,ペルー,0,2004
医療,マレーシア,7,2004
医療,ロシア,0,2004
医療,英国,1,2004
医療,韓国,10,2004
医療,中国,59,2004
医療,米国,2,2004
技術,インド,2001,2004
技術,インドネシア,184,2004
技術,オーストラリア,192,2004
技術,カナダ,216,2004
技術,スリランカ,93,2004
技術,タイ,113,2004
技術,ネパール,41,2004
技術,パキスタン,42,2004
技術,バングラデシュ,120,2004
技術,フィリピン,789,2004
技術,ブラジル,41,2004
技術,フランス,332,2004
技術,ベトナム,125,2004
技術,ペルー,9,2004
技術,マレーシア,233,2004
技術,ロシア,103,2004
技術,英国,402,2004
技術,韓国,3019,2004
技術,中国,11079,2004
技術,米国,568,2004
技能,インド,1388,2004
技能,インドネシア,95,2004
技能,オーストラリア,98,2004
技能,カナダ,73,2004
技能,スリランカ,121,2004
技能,タイ,527,2004
技能,ネパール,619,2004
技能,パキスタン,157,2004
技能,バングラデシュ,120,2004
技能,フィリピン,182,2004
技能,ブラジル,62,2004
技能,フランス,64,2004
技能,ベトナム,79,2004
技能,ペルー,10,2004
技能,マレーシア,19,2004
技能,ロシア,75,2004
技能,英国,236,2004
技能,韓国,1209,2004
技能,中国,6895,2004
技能,米国,52,2004
教育,インド,13,2004
教育,インドネシア,2,2004
教育,オーストラリア,770,2004
教育,カナダ,1505,2004
教育,スリランカ,1,2004
教育,タイ,4,2004
教育,ネパール,0,2004
教育,パキスタン,0,2004
教育,バングラデシュ,1,2004
教育,フィリピン,42,2004
教育,ブラジル,3,2004
教育,フランス,55,2004
教育,ベトナム,1,2004
教育,ペルー,1,2004
教育,マレーシア,1,2004
教育,ロシア,14,2004
教育,英国,1684,2004
教育,韓国,82,2004
教育,中国,84,2004
教育,米国,4198,2004
教授,インド,304,2004
教授,インドネシア,79,2004
教授,オーストラリア,263,2004
教授,カナダ,314,2004
教授,スリランカ,38,2004
教授,タイ,88,2004
教授,ネパール,26,2004
教授,パキスタン,30,2004
教授,バングラデシュ,158,2004
教授,フィリピン,58,2004
教授,ブラジル,27,2004
教授,フランス,169,2004
教授,ベトナム,52,2004
教授,ペルー,10,2004
教授,マレーシア,17,2004
教授,ロシア,230,2004
教授,英国,457,2004
教授,韓国,901,2004
教授,中国,2443,2004
教授,米国,1264,2004
興行,インド,41,2004
興行,インドネシア,1524,2004
興行,オーストラリア,98,2004
興行,カナダ,85,2004
興行,スリランカ,0,2004
興行,タイ,227,2004
興行,ネパール,22,2004
興行,パキスタン,8,2004
興行,バングラデシュ,5,2004
興行,フィリピン,50539,2004
興行,ブラジル,251,2004
興行,フランス,19,2004
興行,ベトナム,18,2004
興行,ペルー,13,2004
興行,マレーシア,48,2004
興行,ロシア,1839,2004
興行,英国,47,2004
興行,韓国,804,2004
興行,中国,3848,2004
興行,米国,374,2004
芸術,インド,3,2004
芸術,インドネシア,0,2004
芸術,オーストラリア,7,2004
芸術,カナダ,9,2004
芸術,スリランカ,0,2004
芸術,タイ,1,2004
芸術,ネパール,0,2004
芸術,パキスタン,0,2004
芸術,バングラデシュ,0,2004
芸術,フィリピン,2,2004
芸術,ブラジル,9,2004
芸術,フランス,7,2004
芸術,ベトナム,0,2004
芸術,ペルー,2,2004
芸術,マレーシア,1,2004
芸術,ロシア,19,2004
芸術,英国,20,2004
芸術,韓国,25,2004
芸術,中国,135,2004
芸術,米国,63,2004
研究,インド,196,2004
研究,インドネシア,36,2004
研究,オーストラリア,40,2004
研究,カナダ,36,2004
研究,スリランカ,12,2004
研究,タイ,22,2004
研究,ネパール,10,2004
研究,パキスタン,10,2004
研究,バングラデシュ,100,2004
研究,フィリピン,33,2004
研究,ブラジル,9,2004
研究,フランス,68,2004
研究,ベトナム,35,2004
研究,ペルー,1,2004
研究,マレーシア,11,2004
研究,ロシア,123,2004
研究,英国,53,2004
研究,韓国,320,2004
研究,中国,1164,2004
研究,米国,97,2004
研修・技能実習,インド,71,2004
研修・技能実習,インドネシア,4234,2004
研修・技能実習,オーストラリア,2,2004
研修・技能実習,カナダ,6,2004
研修・技能実習,スリランカ,274,2004
研修・技能実習,タイ,1314,2004
研修・技能実習,ネパール,39,2004
研修・技能実習,パキスタン,36,2004
研修・技能実習,バングラデシュ,70,2004
研修・技能実習,フィリピン,2689,2004
研修・技能実習,ブラジル,145,2004
研修・技能実習,フランス,1,2004
研修・技能実習,ベトナム,3528,2004
研修・技能実習,ペルー,48,2004
研修・技能実習,マレーシア,205,2004
研修・技能実習,ロシア,20,2004
研修・技能実習,英国,19,2004
研修・技能実習,韓国,192,2004
研修・技能実習,中国,30763,2004
研修・技能実習,米国,15,2004
宗教,インド,55,2004
宗教,インドネシア,40,2004
宗教,オーストラリア,108,2004
宗教,カナダ,204,2004
宗教,スリランカ,23,2004
宗教,タイ,11,2004
宗教,ネパール,8,2004
宗教,パキスタン,8,2004
宗教,バングラデシュ,1,2004
宗教,フィリピン,235,2004
宗教,ブラジル,102,2004
宗教,フランス,52,2004
宗教,ベトナム,20,2004
宗教,ペルー,8,2004
宗教,マレーシア,4,2004
宗教,ロシア,5,2004
宗教,英国,86,2004
宗教,韓国,821,2004
宗教,中国,71,2004
宗教,米国,2018,2004
人文知識・国際業務,インド,512,2004
人文知識・国際業務,インドネシア,115,2004
人文知識・国際業務,オーストラリア,4165,2004
人文知識・国際業務,カナダ,4288,2004
人文知識・国際業務,スリランカ,249,2004
人文知識・国際業務,タイ,178,2004
人文知識・国際業務,ネパール,230,2004
人文知識・国際業務,パキスタン,230,2004
人文知識・国際業務,バングラデシュ,253,2004
人文知識・国際業務,フィリピン,492,2004
人文知識・国際業務,ブラジル,76,2004
人文知識・国際業務,フランス,800,2004
人文知識・国際業務,ベトナム,112,2004
人文知識・国際業務,ペルー,18,2004
人文知識・国際業務,マレーシア,291,2004
人文知識・国際業務,ロシア,299,2004
人文知識・国際業務,英国,5045,2004
人文知識・国際業務,韓国,1656,2004
人文知識・国際業務,中国,12470,2004
人文知識・国際業務,米国,7796,2004
投資・経営,インド,231,2004
投資・経営,インドネシア,21,2004
投資・経営,オーストラリア,201,2004
投資・経営,カナダ,116,2004
投資・経営,スリランカ,59,2004
投資・経営,タイ,36,2004
投資・経営,ネパール,186,2004
投資・経営,パキスタン,186,2004
投資・経営,バングラデシュ,31,2004
投資・経営,フィリピン,30,2004
投資・経営,ブラジル,13,2004
投資・経営,フランス,294,2004
投資・経営,ベトナム,3,2004
投資・経営,ペルー,2,2004
投資・経営,マレーシア,36,2004
投資・経営,ロシア,23,2004
投資・経営,英国,405,2004
投資・経営,韓国,1045,2004
投資・経営,中国,1234,2004
投資・経営,米国,1253,2004
特定活動,インド,88,2004
特定活動,インドネシア,5890,2004
特定活動,オーストラリア,1052,2004
特定活動,カナダ,616,2004
特定活動,スリランカ,155,2004
特定活動,タイ,445,2004
特定活動,ネパール,31,2004
特定活動,パキスタン,34,2004
特定活動,バングラデシュ,44,2004
特定活動,フィリピン,3454,2004
特定活動,ブラジル,71,2004
特定活動,フランス,275,2004
特定活動,ベトナム,4543,2004
特定活動,ペルー,64,2004
特定活動,マレーシア,9,2004
特定活動,ロシア,59,2004
特定活動,英国,250,2004
特定活動,韓国,1329,2004
特定活動,中国,35841,2004
特定活動,米国,130,2004
文化活動,インド,36,2004
文化活動,インドネシア,31,2004
文化活動,オーストラリア,35,2004
文化活動,カナダ,33,2004
文化活動,スリランカ,25,2004
文化活動,タイ,57,2004
文化活動,ネパール,16,2004
文化活動,パキスタン,13,2004
文化活動,バングラデシュ,59,2004
文化活動,フィリピン,20,2004
文化活動,ブラジル,5,2004
文化活動,フランス,92,2004
文化活動,ベトナム,15,2004
文化活動,ペルー,1,2004
文化活動,マレーシア,9,2004
文化活動,ロシア,21,2004
文化活動,英国,39,2004
文化活動,韓国,353,2004
文化活動,中国,996,2004
文化活動,米国,262,2004
報道,インド,2,2004
報道,インドネシア,1,2004
報道,オーストラリア,8,2004
報道,カナダ,10,2004
報道,スリランカ,0,2004
報道,タイ,0,2004
報道,ネパール,0,2004
報道,パキスタン,0,2004
報道,バングラデシュ,0,2004
報道,フィリピン,0,2004
報道,ブラジル,1,2004
報道,フランス,18,2004
報道,ベトナム,6,2004
報道,ペルー,1,2004
報道,マレーシア,0,2004
報道,ロシア,16,2004
報道,英国,37,2004
報道,韓国,66,2004
報道,中国,19,2004
報道,米国,52,2004
法律・会計業務,インド,0,2004
法律・会計業務,インドネシア,0,2004
法律・会計業務,オーストラリア,6,2004
法律・会計業務,カナダ,3,2004
法律・会計業務,スリランカ,0,2004
法律・会計業務,タイ,0,2004
法律・会計業務,ネパール,0,2004
法律・会計業務,パキスタン,0,2004
法律・会計業務,バングラデシュ,0,2004
法律・会計業務,フィリピン,1,2004
法律・会計業務,ブラジル,0,2004
法律・会計業務,フランス,6,2004
法律・会計業務,ベトナム,0,2004
法律・会計業務,ペルー,0,2004
法律・会計業務,マレーシア,0,2004
法律・会計業務,ロシア,0,2004
法律・会計業務,英国,19,2004
法律・会計業務,韓国,5,2004
法律・会計業務,中国,14,2004
法律・会計業務,米国,62,2004
留学,インド,330,2004
留学,インドネシア,1662,2004
留学,オーストラリア,369,2004
留学,カナダ,283,2004
留学,スリランカ,794,2004
留学,タイ,1921,2004
留学,ネパール,446,2004
留学,パキスタン,166,2004
留学,バングラデシュ,1260,2004
留学,フィリピン,620,2004
留学,ブラジル,365,2004
留学,フランス,346,2004
留学,ベトナム,1545,2004
留学,ペルー,103,2004
留学,マレーシア,2054,2004
留学,ロシア,402,2004
留学,英国,723,2004
留学,韓国,16951,2004
留学,中国,87091,2004
留学,米国,1445,2004
